sk_id,bk_id,name
24,spotify:album:2G172t9joEhgY1QNYP4nAU,Ultima II Massage
25,spotify:album:1oDx1Rs7Z39bu8GgknlM7V,The Allegheny White Fish Tapes
26,spotify:album:5KHgi6hMB4n8w34QEag0zw,Fucked up Friends
27,spotify:album:0wBiN0fKhy0ywx732SpgUs,The Campfire Headphase
28,spotify:album:7Lou3RDk6NswmbzBMhro24,Geogaddi
29,spotify:album:1vWnB0hYmluskQuzxwo25a,Music Has The Right To Children
30,spotify:album:0xidl5zSn40qpO8RDej05m,Dark Days Exit
31,spotify:album:6soFgsiUQx5pospNe5THqe,Are You Shpongled?
32,spotify:album:7fAOqI4aJxx5oTeCMLPONf,Are You Shpongled?
33,spotify:album:7K5JvSfWk1vQNdS9V5DNxu,Tala Matrix
34,spotify:album:6ssTErPF1o6CUsz3Ia96lR,Hitori + Kaiso (1998 - 2001)
35,spotify:album:0mp4LWDppOzf9Xp9cyN6qs,Like That
36,spotify:album:0reUmyk0Eo5rJwRgoBssmc,Wild Life
37,spotify:album:3OxJ2ygWDARMt0FbAlZWWp,Calibraska
38,spotify:album:7GawIJ28SLu2xgYIaomhBU,Tides
39,spotify:album:1mw2qPQUyVXXFVFyskGoTt,Groove
40,spotify:album:6h4Hst32qhJ9d23u3zSmGn,Cheat Codes (feat. Emblem3)
41,spotify:album:3vqjRqsmYtEhHikonlGosa,Right Where You Are
42,spotify:album:4epZDfYdaxp5ZJnAxrlRIv,Doing It Right
43,spotify:album:15naItdkopyjpLCpZav6KL,Flights
44,spotify:album:4oA19c1txFNZm5tuvCKICA,Distance
45,spotify:album:4RXyOVn19vAOB4aeppBRPa,Paradise (Never Change)
46,spotify:album:4KnedCffAtirNGWP0oGkhO,Cold Hearted
47,spotify:album:5JpH5T1sCYnUyZD6TM0QaY,Cry Baby
48,spotify:album:377s3zTYP6LlqsaIy7Rcz0,Harmony
49,spotify:album:2hVTFTbeg9QhXGZAY99oRa,LANY
50,spotify:album:39NO201BzBWoBo9WGBp6Dt,Sexual
51,spotify:album:4OlBdxJk11pocUhQgea29k,The Home Inside My Head
52,spotify:album:34ySll9UQXpSngEI0NJbFO,WHERE THE HELL ARE MY FRIENDS
53,spotify:album:2XQhKfcXw1TrOB1QQPWSSl,kinda
54,spotify:album:0lUL92det7mZ4DaHYmiUEC,There's Really A Wolf
55,spotify:album:71QyofYesSsRMwFOTafnhB,Coloring Book
56,spotify:album:4lVR2fg3DAUQpGVJ6DciHW,Dangerous Woman
57,spotify:album:3hARKC8cinq3mZLLAEaBh9,Views
58,spotify:album:4OmqJXPhD5FOqwdg5tBsnu,Gossip Columns
59,spotify:album:7pPVcx3O9eZrPCgBmpW5HV,"Show Me Love (feat. Chance The Rapper, Moses Sumney and Robin Hannibal)"
60,spotify:album:1elyFHqQZXfcOQavciAjwX,Sober (Remixes)
61,spotify:album:18iFxjZugvKhuNNMbLjZJF,Wiped Out!
62,spotify:album:4xkM0BwLM9H2IUcbYzpcBI,I Love You.
63,spotify:album:2UmyoeqqgaI7Ocsmy1hHfx,How To Love (feat. Sofia Reyes) [Remixes]
64,spotify:album:0rxKf57PZvWEoU8v3m5W2q,Currents
65,spotify:album:3zXR5GOXPq0Uc7tWC9fO3X,Skin
66,spotify:album:2lBRNqB9iOJZFNu1JOSUBW,Skin
67,spotify:album:0QNluXFRHFyRVDiBHXmstK,Too Rye Ay
68,spotify:album:0gyRFAfY08NFv7N8RTFg9M,Tourist History
69,spotify:album:4e5Cnt4BZbUhkn7OIsqeIp,Falling
70,spotify:album:7ycBtnsMtyVbbwTfJwRjSP,To Pimp A Butterfly
71,spotify:album:6PBZN8cbwkqm1ERj2BGXJ1,"good kid, m.A.A.d city"
72,spotify:album:4q5E2s5u5X5HT4UMJpbMKE,Camp
73,spotify:album:0YbpATCIng8Fz2JrfHmEf7,Blank Face LP
74,spotify:album:12YTH28wiBXQ16gvWOCMLU,No Flockin
75,spotify:album:2ta48FdjikPxOlcU9UAXaH,Miracle Gro
76,spotify:album:1iiqWEpPshWspgGBn8ukcp,Sex
77,spotify:album:20r762YmB5HeofjMCiPMLv,My Beautiful Dark Twisted Fantasy
78,spotify:album:2cX9e3renOX5bUQEXWFrJr,Lady Wood
79,spotify:album:4NVzKGPRkda1QhGvQMxaqd,Sideways (feat. Marco Foster)
80,spotify:album:7vZ5RxG9MqPy8Ne10KyAeY,I Wrote This Song For An Ex
81,spotify:album:7fWm6GcsfvJd1ikvakbYmz,I Met This Dude at Coachella (feat. Rykeyz)
82,spotify:album:6dvewlInDArmwwEooU68HA,Cardiac Arrest
83,spotify:album:3yXoPGEKU4ylJ6Uks7ac9A,Stolen
84,spotify:album:6eZdwrhB97A3EYx9QppGfl,T R A P S O U L
85,spotify:album:392p3shh2jkxUxY2VHvlH8,channel ORANGE
86,spotify:album:1jlUEbR1VEEGzjK47Xk1gT,Ocean Drive
87,spotify:album:1jukIkQM5Ic9WsU8gDRHBs,The Feminine: Act I
88,spotify:album:7Il6JWULBkO3Huz8AN6jeD,The Girl Is Mine feat. Destiny's Child & Brandy
89,spotify:album:7Mi5r3f6kUwAmeZchPQXUs,Little Hell
90,spotify:album:2LQnRubEmZCvyxxVGNwGVT,PHOX
91,spotify:album:20NIxLCnx5ZYhPQMBIsGIV,Jerk At The End Of The Line
92,spotify:album:5LoKoqDqMBlflm8VIqTLP0,Walk With Me
93,spotify:album:5XHvSgcyEK3a99SwDyvppN,Drop the Game - EP
94,spotify:album:2eEnzl61veDi3zQylslIap,Wounded Rhymes
95,spotify:album:7DMyQuDPe8xzjC0UDSDa96,Late Nights: The Album
96,spotify:album:0j1qzjaJmsF1FkcICf3hRu,Cassie
97,spotify:album:77u9Ndnhi4raBZfnl22Jzg,Release Therapy
98,spotify:album:31a70Ny2MzfsEo2ey5hg2I,Greatest Hits
99,spotify:album:5cnNuunPepqlcT0VoFdLOh,The Breakthrough
100,spotify:album:2HWBPvQoaMFBF6krXyzpOv,Country Grammar
101,spotify:album:0hDy52fqKwb2ZIjyNXGxan,We Are Young Money
102,spotify:album:1RM6MGv6bcl6NrAG8PGoZk,Confessions
103,spotify:album:5GBcqixIFDPEom7AUNbFiM,Kauai
104,spotify:album:3BjVNKsPNcmSGG5n4bHNUq,Let Me Explain
105,spotify:album:0ur5QEcyyk9E45xKLsFlcH,Can't Get Over You
106,spotify:album:0QFMqnSP2kBMTrbfNkj3SB,Settle (The Remixes)
107,spotify:album:0dQ5CCwsClTaqJ7n2lZfWD,Looking Gold - Single
108,spotify:album:3nxlM2DFwij3JVP55yNRya,Layers
109,spotify:album:5Y0viLQMeeXfwRh2Blx3BG,Honeymoon
110,spotify:album:2vRdUn7CArNCf2MV9jhxhX,theres still us EP
111,spotify:album:79dL7FLiJFOO0EoehUHQBv,Currents
112,spotify:album:6k3vC8nep1BfqAIJ81L6OL,An Awesome Wave
113,spotify:album:3j4FqZqQ7wiSloLyQZqszi,"Too Little, Too Late"
114,spotify:album:7oiJYvEJHsmYtrgviAVIBD,Back from the Edge
115,spotify:album:3IWUFJCM3CvCCQIHQ4vtRK,More Than Just A Dream
116,spotify:album:6R0ynY7RF20ofs9GJR5TXR,"Hurry Up, We're Dreaming"
117,spotify:album:4hynGWtmIAaKmaOm8snH71,Chapters
118,spotify:album:5qeKpDQFyotJjLh61pUZQo,Truce - EP
119,spotify:album:15iSR05cslUeYgf2kuWDhu,In My Mind
120,spotify:album:52bwpFP1d8uri0V5oWQLF0,Night & Day
121,spotify:album:5jEpFbb2wdqX6VJCxFbF0T,Faceless (feat. Gus Dapperton)
122,spotify:album:2ODvWsOgouMbaA5xf0RkJe,Starboy
123,spotify:album:2gXTTQ713nCELgPOS0qWyt,Nothing Was The Same
124,spotify:album:6IzmQkOBYCWNoBflyDu6R6,Orbit
125,spotify:album:6hmakfMxhTWYmSUed1HPFA,Warm On A Cold Night (Deluxe)
126,spotify:album:4B7zXONNfa4DFD9ik9aa0N,Life's Not Out To Get You
127,spotify:album:3Q149ZH46Z0f3oDR7vlDYV,ANTI
128,spotify:album:3yWRq9Dd2UO5xyqxTjLDmp,bloom
129,spotify:album:6Zpf7RlSRIavYGwvsuj94C,Emotion
130,spotify:album:3Z2XUjgVj5ZkCGpU7b2qtY,Freetown Sound
131,spotify:album:1XFvhyYic7IWbOMt1K7Lwl,#followme
132,spotify:album:0NzFxJSepuEN2h3pWGqatq,When We Break
133,spotify:album:0XAIjjN5qxViVS0Y5fYkar,I Decided.
134,spotify:album:6buSUFSCXUIj3DOH3gUoRe,Don't Leave
135,spotify:album:09fggMHib4YkOtwQNXEBII,Starboy
136,spotify:album:6AbrLabiBsj3yzk5H2g1al,Mondo
137,spotify:album:0iSRofVrTOCOs841JkSgwk,Junk
138,spotify:album:2gToC0XAblE9h3UZD6aAaQ,Third Eye Blind
139,spotify:album:5rKFS59ntz44KWVXPIlc3N,City Club
140,spotify:album:0b7iiX6rAdsggW5ERuLWB7,Chinese Fountain
141,spotify:album:6qb9MDR0lfsN9a2pw77uJy,How To Be A Human Being
142,spotify:album:4j7QJ7DKZ0cBsNuD7GmJFx,Moth
143,spotify:album:42WVQWuf1teDysXiOupIZt,Birds In The Trap Sing McKnight
144,spotify:album:6eNpKm0kCMQQxIzRK2h0Ol,Everyday
145,spotify:album:67G9v1xAWrlxSSAgKh1b31,Wet Dollars
146,spotify:album:6pZj4nvx6lV3ulIK3BSjvs,Moana
147,spotify:album:1lXY618HWkwYKJWBRYR4MK,More Life
148,spotify:album:1Jmq5HEJeA9kNi2SgQul4U,Red Pill Blues
149,spotify:album:2z3NlPY0n0gHJPCPqrzA6V,Sneakin’
150,spotify:album:3tlDQco8P9HFoR5CRC1BCj,"And After That, We Didn't Talk"
151,spotify:album:0BITrWsDSGt4Zgcj4FKEu2,BOYS
152,spotify:album:6RxyeWVXwPSINWTcPVlJdI,Trick of the Light (Remixes)
153,spotify:album:7ppypgQppMf3mkRbZxYIFM,Shrines
154,spotify:album:6EsICjO9XptPf3Il1kEkfv,Rinse & Repeat
155,spotify:album:5d5Q7b2lpe0QpA8MJBcqZq,Lay-by
156,spotify:album:0vTlDMlYYDOOandvUG5Nq2,We Can't Be Friends
157,spotify:album:0kfmoqtMDBgEK19gge4a2z,Cheapest Flight
158,spotify:album:4xnq1L6P551Qcb9gBXNMK7,"""Awaken, My Love!"""
159,spotify:album:5s0rmjP8XOPhP6HhqOhuyC,Stoney
160,spotify:album:7J9HoP24EFcGBSpbAcK5CO,Hymns For Him
161,spotify:album:3mxrTP7xHFuTYD9atTQkLm,South Of Heaven
162,spotify:album:5l3jo3oe2M7KM37SIeUzLc,Omen
163,spotify:album:2PXy9USZAoTSdtrxfkPBnl,I See You
164,spotify:album:0gpNGTVNivS2wB32tzV3OH,Last Young Renegade
165,spotify:album:2e8nzTZ0HtK94IifOWgN7o,The Human Condition
166,spotify:album:3lajefIuUk4SfzqVBSJy8p,Good For You
167,spotify:album:4AdZV63ycxFLF6Hcol0QnB,Starboy
168,spotify:album:2AvupjUeMnSffKEV05x222,Culture
169,spotify:album:17FBoXK1NU2rvJBbzdzw0r,FUTURE
170,spotify:album:3GljjAP9QIKRQXeKoXHRnH,Summertime Sadness [Lana Del Rey vs. Cedric Gervais]
171,spotify:album:22aqlgX39cWQMWazg9qwuv,Nervous System
172,spotify:album:2GIpiGRpQP1Z3LbyFGs2Ej,Mona Lisa
173,spotify:album:51awJCOhng60vqSLh8wstp,Boomerang
174,spotify:album:5Id1XMeNSM3vmG1i5lz99k,Airport Bar (Remix) [feat. Noah]
175,spotify:album:7Eg6srmG6BVIEiUmiRjzI4,Say My Name Remixes
176,spotify:album:41C5iULlHU9sMYiekI75Pn,II
177,spotify:album:6rnzvZhe3PA57xKcKLRtJ6,Pure Heroine
178,spotify:album:06tuUa5n7dvjX4zRMQLBSo,Magnets
179,spotify:album:5fP2kgfePJZF4nB1XqC1i8,SBTRKT
180,spotify:album:2SMN8XrARD1WL7sKIKfzdv,Wonder Where We Land
181,spotify:album:6oIaXBTIZ2Q9cJKBgrZ2Ox,Life In Cartoon Motion
182,spotify:album:7eFfp9r4A30ueN9A5EJbk2,GTTM: Goin Thru the Motions
183,spotify:album:5yc5YwQjqcNvGiFsTM0aAT,Hey Daddy (Daddy's Home)
184,spotify:album:4JeJPyNnsB3tqnHR7RL5v5,Melodrama
185,spotify:album:0gqrRf9j8TdNnn0HngmeRA,Pound Syndrome
186,spotify:album:17l7MIu0Jh0tdgK7or9ovw,Dopamine
187,spotify:album:726GB3GTBwPdsGr5XzOQbz,Our Own House
188,spotify:album:1QhonXpNQq8wrGEKX0ofbk,Walk The Moon
189,spotify:album:0bUTHlWbkSQysoM3VsWldT,Demon Days
190,spotify:album:0NvirtaDCaZU5PAW1O5FDE,Humanz
191,spotify:album:3EMEdjaumqz15gVLJf2YAk,Right Here
192,spotify:album:0IUCAsckpNyV4wHKIHQawC,It Ain't Me (with Selena Gomez)
193,spotify:album:3MOxvb2hL0T1vNJp1PSGRA,Put Yourself Back Together
194,spotify:album:1NFGnxmeIEBakre4DvLaJq,Plans
195,spotify:album:3z5H8MUhNmFJHUmKsIEZnL,A Twist In My Story
196,spotify:album:5yqcX3vchQTCX2j6m1bGqr,Awake
197,spotify:album:5fHlhNUCnmReuTJcC3PrJQ,This Is for the Time
198,spotify:album:76vY9yohh4kVwSKkyKbyEQ,Lonerism
199,spotify:album:7AIby3deZP9865ytYL8GBB,Drifters
200,spotify:album:6qXnFyqPO869XScbRye58W,Hibou
201,spotify:album:03gwRG5IvkStFnjPmgjElw,Songs of Her's
202,spotify:album:0VMGOBhLrC5Q2bfZnrocVN,Stay
203,spotify:album:3ViyaxHvxG4qWKt8yptdrG,Electric (feat. Khalid)
204,spotify:album:2BmceJHiy9RTyvaB1IU0P6,For All We Know
205,spotify:album:1nP1BEciW2qIlkg4bz97nD,Lust For Life
206,spotify:album:0DeI6VtXQCHEytnCzr0Vak,Stop for Nothing - Single
207,spotify:album:3Mdzwty8ag5QyAYLxThypm,Beacon
208,spotify:album:6PmuEq2op3EMw1ZhCjjucB,Gameshow
209,spotify:album:7yOOPJjNelITCaYMqk8V6r,Biking
210,spotify:album:621OhgnZJ7Pz8iUazct1In,Cherry Bomb
211,spotify:album:7xYiTrbTL57QO0bb4hXIKo,Lust For Life
212,spotify:album:2HaqChIDc5go3qxVunBDK0,Funk Wav Bounces Vol.1
213,spotify:album:5UJTJlwu9wQWxJ7AzoAbUv,Illuminate
214,spotify:album:2A4sin52eEjkavgFwPdEoZ,Sound & Color
215,spotify:album:1atZ1TiIPZZec0oiyY1mBl,The Beyond / Where the Giants Roam
216,spotify:album:2XMmRK2pfNxnqeWUsFkxVk,Chasing Waves
217,spotify:album:32kACISdDQ9wsLfrkk7HIn,Hippies
218,spotify:album:03JPFQvZRnHHysSZrSFmKY,Inside In / Inside Out
219,spotify:album:1vfrY6yPGcO4uuIgUkEzfW,Run Wild
220,spotify:album:4TVREDEOjHys7qq7Hiy3t8,History
221,spotify:album:2KWccGocOqplgYN4P650sa,Otaku
222,spotify:album:1WMxnk8FUn2RscMjOM6cq3,Give Up (Deluxe 10th Anniversary Edition)
223,spotify:album:4sgupIgP8AaivCBO5gXA2g,Around The Well
224,spotify:album:27p6Yiw59DgaHrbbvQfQ20,Moments - EP
225,spotify:album:3smvpv7CdrhVcGYaNDLOqn,Despacito Feat. Justin Bieber
226,spotify:album:0z6U8vhmrdniTrdxJkwWji,Junk Of The Heart
227,spotify:album:7uPIHbGRcVhOKUDzhRG9a8,Not To Disappear
228,spotify:album:6uOfkaR5gaGGRCrwPHS7si,Skin Companion EP II
229,spotify:album:4ICQpWMX3KNjae199tPQhh,Hyperreal
230,spotify:album:0BSElBH4VQnNOiTW4zNRO4,Aa
231,spotify:album:5s8wScfzIUb28MPIv784zD,"Regret, Love, Guilt, Dreams"
232,spotify:album:2v4Crisjd4sT782Jvn7ISC,Alone
233,spotify:album:0jPXlQ5yGrSD7SIpGdmofn,People Can't Stop Chillin
234,spotify:album:2wxO6auSkzsTuSua9PqZop,A New Life
235,spotify:album:1VgTpBdYkFHSYnSN3TvWag,Bloom
236,spotify:album:37ABUtLPqktcopsBJ7jmXT,Oh Wonder
237,spotify:album:1DRoEmmMAuv4AfKFydvUqv,Fangs
238,spotify:album:1W4UQzZasFPMtMbVyIsXeH,Dream Car
239,spotify:album:03ntx95u0wotf68NnE3aGw,Witness
240,spotify:album:0OK35duHpTPnvqya2d4pnn,There for You
241,spotify:album:3lffMSs6F1AvQWkHH3EPed,Music for Touching
242,spotify:album:23dskCK47HDLDcJ5Vhhof6,Let My Baby Stay
243,spotify:album:5nDQAU3K52JimAaShsZoSn,H2O
244,spotify:album:44z2k1OcFWSN81CI6YCmWy,The Year Of Hibernation
245,spotify:album:0F16kwogrxwESOtXHnqDQI,No Mas
246,spotify:album:2CB4dMenhXV7oS5yJvfNt7,Ready For The World
247,spotify:album:3hd8GiXOy4KUTxVDVUDT5F,The King Is Dead
248,spotify:album:6SJZheaxfPWMQ9UZMH38jd,The Groove Active
249,spotify:album:1csj6GvIPPKElf2N5IJ5B7,EP 1
250,spotify:album:2W7ko9Xuv4PNENA1JnAfXx,A Good Woman Is Hard to Find
251,spotify:album:7Lyichr2mWPrXB9YdzSLDT,"Bon Iver, Bon Iver: Stems Project"
252,spotify:album:3KemMmIDwFcStwPImUEBUM,Ultraísta
253,spotify:album:6Jx4cGhWHewTcfKDJKguBQ,Angles
254,spotify:album:7Kmmw7Z5D2UD5MVwdm10sT,Torches
255,spotify:album:0r5Ish3BCwLoJ1nPtZtLbc,Gorilla Manor
256,spotify:album:6KSoqRuevAguR3m0R11sAr,jasmine (demo)
257,spotify:album:7rBLvpL7ZWi1YCSXSLUZKF,W H O K I L L
258,spotify:album:4m2880jivSbbyEGAKfITCa,Random Access Memories
259,spotify:album:018xe8ShDdyIkcIiHQ7v1L,I Want That You Are Always Happy
260,spotify:album:7afzftjncfrHauwfWr9oMa,Ambivalence Avenue
261,spotify:album:7ejHO3ibpg53V6XXzae2Rp,Companion
262,spotify:album:056Ho4qbXjJG7igjnmOcnu,New Leaf - Single
263,spotify:album:4p9qMyQ1sUT9o9o6wpbTlU,Say It
264,spotify:album:7tgcm9EKUKD8s22SjaiFoN,Halo
265,spotify:album:7xtzj67pmuWUMdWLwCTjZR,Apple's Acre
266,spotify:album:1HjSyGjmLNjRAKgT9t1cna,Making Mirrors
267,spotify:album:3qcXtSsTV6L0Zwf3BpcjDZ,LP
268,spotify:album:76MThARuTPq59l5oseVCJT,Nightlife
269,spotify:album:3iyXz9aXPDdELa8lgwpJV7,Within and Without
270,spotify:album:6hlochvrPLNR3jXOIjqsPQ,Psychic City
271,spotify:album:2zIj9RrNxPuFJrCZDdL3wG,Timez Are Weird These Days
272,spotify:album:3eyz60xEK5dGEeZF1JJSi9,The Man Machine
273,spotify:album:0DzC0tyowMi2O9QfkDRvfJ,Autobahn
274,spotify:album:6rhe02ppDhYAvPmavWeBkZ,Modern Vampires of the City
275,spotify:album:0zeAijecFGZOS4OaRdPVz5,Contra
276,spotify:album:6H51jH1SuzV6ca1VxW2Tmv,Manners
277,spotify:album:7j8lfKDdL7vE8OAM4cA3W3,Illinois
278,spotify:album:7ittnm5ThRTCFcnQwF1AzU,Platoon / Drops
279,spotify:album:4mBSeOEiQ4WgDaCnydb0tZ,Starfucker
280,spotify:album:2X5LfrkRtEik2jGgaDDRMO,Furr
281,spotify:album:0Ry4jqpVN8N6CHuPyC4oCD,Believers
282,spotify:album:5yCyvS6kiC3VQebz7nb5fF,When The Devil's Loose
283,spotify:album:5pwm1xcWT69NiRzZDwb1M1,We the Common
284,spotify:album:3XFRcRECMlpP9tYYXFD6bN,Mermaid Avenue Vol. III
285,spotify:album:0YfNZx0s2EdfINsSoxqDe8,B-Room
286,spotify:album:6DVHMSBPHdJ42Okvp5QJ9X,Down Fell the Doves
287,spotify:album:2HAzrqlp4SKkURocagQlYF,From the Hills Below the City
288,spotify:album:6Zv8PkjigCztS7AON6ZuZe,Nomad
289,spotify:album:1XBBNeT50E40fWKY5SOvb5,I Want to See Pulaski at Night
290,spotify:album:0yTmT1i6yHb5EVyJOmIwGw,Mermaid Avenue
291,spotify:album:6gpJuWmZXAXr9L3xm5HFce,musicforthemorningafter
292,spotify:album:5UVxdSk7Wng4j7ePigMJq8,Heat
293,spotify:album:55TZx6GWm1hlEbRgkGRjma,They Want My Soul
294,spotify:album:4dQE1rgzd0LpTdPc3Vl4yA,Silk Rhodes
295,spotify:album:1lHQCme4fW2HcOLMKZ0WOQ,Benjamin Booker
296,spotify:album:5TclsFNhJ3vy0rfDrGnn8r,The Moon Rang Like a Bell
297,spotify:album:2he3CA9Gg1XLCsBiMAaXiz,Muchacho
298,spotify:album:4rERYF4GxjbLPblH5yN6Lt,Eyelid Movies
299,spotify:album:4hnqM0JK4CM1phwfq1Ldyz,This Is Happening
300,spotify:album:2mk04dkqrWGTkIprnEdbei,Break It Yourself
301,spotify:album:68pikiNcGlWj3XFirs5O2R,Bloom
302,spotify:album:2g3LU2ye0fuDVgz7ThzeKY,Twentyears
303,spotify:album:206GTDefY2qRMQxYXmfb0a,Moon Safari
304,spotify:album:4ChzUkrMJVlmXpekFlJws5,The Virgin Suicides
305,spotify:album:0hQOqvZv1nQvPiBjzyn363,Talkie Walkie
306,spotify:album:0Mdp2G3uLOoCKbJezjA1Nu,Vertigo
307,spotify:album:6FIFqclBriPCb0SjWDaHIk,Veckatimest
308,spotify:album:4gBdmXKSB1zXzyXcAcAWmw,Give You The Ghost
309,spotify:album:2ZvhYTaHXiWBuPQH7dGGIt,Happy To You
310,spotify:album:2UiP7sGjSxl52QtlWAXYVy,Pop Up
311,spotify:album:2dKu7857y5iJmMEykFzfvt,Radio
312,spotify:album:69jrxUSjHoEu6PeBMq3273,Master of My Make-Believe
313,spotify:album:28ZKQMoNBB0etKXZ97G2SN,Beauty Behind The Madness
314,spotify:album:7cD7cpvMp636T6umawpsgK,Sisyphus
315,spotify:album:1Qi6QerQzgqK01liz6oVgN,With Julia
316,spotify:album:3LYzPoYkdH1KTnjkgxGQg3,Mixed Emotions
317,spotify:album:093xy0P5h7elpQQMiNyQuD,Seeds
318,spotify:album:3W6y9r01OraL2mcoySQW9v,The Colour In Anything
319,spotify:album:1DBkJIEoeHrTX4WCBQGcCi,The King Of Limbs
320,spotify:album:1R8kkopLT4IAxzMMkjic6X,Sound Of Silver
321,spotify:album:6aSk2vxoY3xtz7cXKuY9EL,LCD Soundsystem
322,spotify:album:25wuY7cXE8zjFnJRiU1ehS,The Warning
323,spotify:album:2L9vfYKxGalp6torsurwks,Why Make Sense?
324,spotify:album:5K7nW8ddZbvFUNPjyNKPd8,Brightblack Morning Light
325,spotify:album:26DseQO366JfXwIP7dIgQj,Teens Of Denial
326,spotify:album:1zU1UKFjlDazZgrfeFcrYB,Wildewoman
327,spotify:album:6msxiQgCkUePbIx3tiJgAe,Let It Grow
328,spotify:album:0hkH63ZvMZGgaHtSP2jCpI,Head Trip In Every Key
329,spotify:album:7GcnWeopUkyCwFFEt6RrsA,"Yours, Dreamily,"
330,spotify:album:6AVvE9pHC1Hee6YQxmolEI,CoCo Beware
331,spotify:album:2UCyiayMoJOwBilPLQPQvK,Nathaniel Rateliff & The Night Sweats
332,spotify:album:1rfgmU0AYNwWfS88pCOlX7,Fleet Foxes
333,spotify:album:1THgsJygpeEj3yfXuRm7Bb,Sun Giant
334,spotify:album:6SUzec8cWCUMhvdW3KbMYZ,Helplessness Blues
335,spotify:album:4OvTGO8pAGafsfSmwEhXyU,Hard Candy
336,spotify:album:34XlrJGfsDhvRDeJ8a6lie,"Oh, Inverted World"
337,spotify:album:0kJgrgtVVjh0qqFWPAF5ut,Ga Ga Ga Ga Ga
338,spotify:album:47ZvaldTIhLVbVvrcysKLf,Gimme Fiction
339,spotify:album:4JKVVz1tD8PYKoXIZ7ZEJy,The Head And The Heart
340,spotify:album:0e87bN6benf8fhvqtcly35,Let's Be Still
341,spotify:album:3gmm8Sd93oyjTWug7Ci0Fd,Ceremonials
342,spotify:album:6YXmQrXOjJoMheJ2IA5NqK,Wolfgang Amadeus Phoenix
343,spotify:album:3mH6qwIy9crq0I9YQbOuDf,Blonde
344,spotify:album:4vOk17UPoOWEwDNiCcj1Qb,Split
345,spotify:album:1jjbJP7pNxkeO94RREvvg5,Vampires With Dreaming Kids / Color Your Life
346,spotify:album:2IoiYGAOJpTk0QyTuIY6jR,"My Boo (feat. Vince Staples, Kučka, Ngaiire & Vera Blue) [Triple J Like A Version]"
347,spotify:album:0vzhMGrMW1y8sKcW2NsbJq,Cherry
348,spotify:album:0xkZwvfBgPzLZ6Vo34lsMM,A Decade With Duke
349,spotify:album:2XWQG2ahli4zP57op5iVWf,Duel
350,spotify:album:0dw13jozbpJGHVIbmQcrC4,"Partyfine, Vol. 3"
351,spotify:album:6FvbZMdqvXSGIwaFXPthuE,Welcome to Your Fate
352,spotify:album:4neDtPlGoWdcLZsedOGN5E,Phase
353,spotify:album:42oBdomfxF0DbKKMEqrnQW,Pet Sounds
354,spotify:album:2U1BUKvsYIkUik7xEhAP0C,Hot Dreams
355,spotify:album:3pgcHENAMBqdvBj65yvZLb,Tell Me You Love Me
356,spotify:album:4sBgGazGb7S9ZUQJu2Y0qa,Back to You (feat. Bebe Rexha & Digital Farm Animals)
357,spotify:album:6kf46HbnYCZzP6rjvQHYzg,American Teen
358,spotify:album:7hwhuEQT4Fp5bzwLlYZtiz,Beautiful Trauma
359,spotify:album:72qA6s4fjF8Y2VX1UDMfp2,GEMINI
360,spotify:album:1HiN2YXZcc3EjmVZ4WjfBk,Everybody
361,spotify:album:2mnDyPSNM02LMvniaMWnLl,Strip That Down
